Row ID,Geography ID,Name,Variable Code,Variable,Value,Variable Unit,Date,Location
19019_2009_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,748676,Thousands of dollars,12/31/2009,POINT (-91.838666 42.470328)
19019_2010_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,777566,Thousands of dollars,12/31/2010,POINT (-91.838666 42.470328)
19019_2011_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,870452,Thousands of dollars,12/31/2011,POINT (-91.838666 42.470328)
19019_2012_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,872173,Thousands of dollars,12/31/2012,POINT (-91.838666 42.470328)
19019_2013_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,915844,Thousands of dollars,12/31/2013,POINT (-91.838666 42.470328)
19019_2014_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,904125,Thousands of dollars,12/31/2014,POINT (-91.838666 42.470328)
19019_2015_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,922008,Thousands of dollars,12/31/2015,POINT (-91.838666 42.470328)
19019_2016_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,918502,Thousands of dollars,12/31/2016,POINT (-91.838666 42.470328)
19019_2017_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,953931,Thousands of dollars,12/31/2017,POINT (-91.838666 42.470328)
19019_2018_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,998516,Thousands of dollars,12/31/2018,POINT (-91.838666 42.470328)
19019_2019_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,1003558,Thousands of dollars,12/31/2019,POINT (-91.838666 42.470328)
19019_2020_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,1050017,Thousands of dollars,12/31/2020,POINT (-91.838666 42.470328)
19019_2021_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,1192733,Thousands of dollars,12/31/2021,POINT (-91.838666 42.470328)
19019_2022_CAINC1-1_annual,19019,Buchanan,CAINC1-1,Personal income,1244022,Thousands of dollars,12/31/2022,POINT (-91.838666 42.470328)
19021_1997_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,470135,Thousands of dollars,12/31/1997,POINT (-95.141432 42.741522)
19021_1998_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,467257,Thousands of dollars,12/31/1998,POINT (-95.141432 42.741522)
19021_1999_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,467653,Thousands of dollars,12/31/1999,POINT (-95.141432 42.741522)
19021_2000_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,504239,Thousands of dollars,12/31/2000,POINT (-95.141432 42.741522)
19021_2001_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,519770,Thousands of dollars,12/31/2001,POINT (-95.141432 42.741522)
19021_2002_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,527124,Thousands of dollars,12/31/2002,POINT (-95.141432 42.741522)
19021_2003_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,519199,Thousands of dollars,12/31/2003,POINT (-95.141432 42.741522)
19021_2004_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,574463,Thousands of dollars,12/31/2004,POINT (-95.141432 42.741522)
19021_2005_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,568868,Thousands of dollars,12/31/2005,POINT (-95.141432 42.741522)
19021_2006_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,586667,Thousands of dollars,12/31/2006,POINT (-95.141432 42.741522)
19021_2007_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,637337,Thousands of dollars,12/31/2007,POINT (-95.141432 42.741522)
19021_2008_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,723542,Thousands of dollars,12/31/2008,POINT (-95.141432 42.741522)
19021_2009_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,693629,Thousands of dollars,12/31/2009,POINT (-95.141432 42.741522)
19021_2010_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,756957,Thousands of dollars,12/31/2010,POINT (-95.141432 42.741522)
19021_2011_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,851608,Thousands of dollars,12/31/2011,POINT (-95.141432 42.741522)
19021_2012_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,896637,Thousands of dollars,12/31/2012,POINT (-95.141432 42.741522)
19021_2013_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,909300,Thousands of dollars,12/31/2013,POINT (-95.141432 42.741522)
19021_2014_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,908882,Thousands of dollars,12/31/2014,POINT (-95.141432 42.741522)
19021_2015_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,903032,Thousands of dollars,12/31/2015,POINT (-95.141432 42.741522)
19021_2016_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,795160,Thousands of dollars,12/31/2016,POINT (-95.141432 42.741522)
19021_2017_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,838631,Thousands of dollars,12/31/2017,POINT (-95.141432 42.741522)
19021_2018_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,887749,Thousands of dollars,12/31/2018,POINT (-95.141432 42.741522)
19021_2019_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,862130,Thousands of dollars,12/31/2019,POINT (-95.141432 42.741522)
19021_2020_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,921706,Thousands of dollars,12/31/2020,POINT (-95.141432 42.741522)
19021_2021_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,1023166,Thousands of dollars,12/31/2021,POINT (-95.141432 42.741522)
19021_2022_CAINC1-1_annual,19021,Buena Vista,CAINC1-1,Personal income,1119428,Thousands of dollars,12/31/2022,POINT (-95.141432 42.741522)
19023_1997_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,340913,Thousands of dollars,12/31/1997,POINT (-92.780066 42.734708)
19023_1998_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,344771,Thousands of dollars,12/31/1998,POINT (-92.780066 42.734708)
19023_1999_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,337444,Thousands of dollars,12/31/1999,POINT (-92.780066 42.734708)
19023_2000_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,368335,Thousands of dollars,12/31/2000,POINT (-92.780066 42.734708)
19023_2001_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,382647,Thousands of dollars,12/31/2001,POINT (-92.780066 42.734708)
19023_2002_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,386648,Thousands of dollars,12/31/2002,POINT (-92.780066 42.734708)
19023_2003_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,383384,Thousands of dollars,12/31/2003,POINT (-92.780066 42.734708)
19023_2004_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,453592,Thousands of dollars,12/31/2004,POINT (-92.780066 42.734708)
19023_2005_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,458712,Thousands of dollars,12/31/2005,POINT (-92.780066 42.734708)
19023_2006_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,471142,Thousands of dollars,12/31/2006,POINT (-92.780066 42.734708)
19023_2007_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,521195,Thousands of dollars,12/31/2007,POINT (-92.780066 42.734708)
19023_2008_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,532258,Thousands of dollars,12/31/2008,POINT (-92.780066 42.734708)
19023_2009_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,531105,Thousands of dollars,12/31/2009,POINT (-92.780066 42.734708)
19023_2010_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,565455,Thousands of dollars,12/31/2010,POINT (-92.780066 42.734708)
19023_2011_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,654100,Thousands of dollars,12/31/2011,POINT (-92.780066 42.734708)
19023_2012_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,634467,Thousands of dollars,12/31/2012,POINT (-92.780066 42.734708)
19023_2013_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,639393,Thousands of dollars,12/31/2013,POINT (-92.780066 42.734708)
19023_2014_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,604573,Thousands of dollars,12/31/2014,POINT (-92.780066 42.734708)
19023_2015_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,608096,Thousands of dollars,12/31/2015,POINT (-92.780066 42.734708)
19023_2016_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,607645,Thousands of dollars,12/31/2016,POINT (-92.780066 42.734708)
19023_2017_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,625815,Thousands of dollars,12/31/2017,POINT (-92.780066 42.734708)
19023_2018_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,658534,Thousands of dollars,12/31/2018,POINT (-92.780066 42.734708)
19023_2019_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,664731,Thousands of dollars,12/31/2019,POINT (-92.780066 42.734708)
19023_2020_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,693994,Thousands of dollars,12/31/2020,POINT (-92.780066 42.734708)
19023_2021_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,823384,Thousands of dollars,12/31/2021,POINT (-92.780066 42.734708)
19023_2022_CAINC1-1_annual,19023,Butler,CAINC1-1,Personal income,857359,Thousands of dollars,12/31/2022,POINT (-92.780066 42.734708)
19025_1997_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,254535,Thousands of dollars,12/31/1997,POINT (-94.643683 42.38617)
19025_1998_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,237345,Thousands of dollars,12/31/1998,POINT (-94.643683 42.38617)
19025_1999_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,244046,Thousands of dollars,12/31/1999,POINT (-94.643683 42.38617)
19025_2000_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,259754,Thousands of dollars,12/31/2000,POINT (-94.643683 42.38617)
19025_2001_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,266895,Thousands of dollars,12/31/2001,POINT (-94.643683 42.38617)
19025_2002_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,271449,Thousands of dollars,12/31/2002,POINT (-94.643683 42.38617)
19025_2003_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,277244,Thousands of dollars,12/31/2003,POINT (-94.643683 42.38617)
19025_2004_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,319952,Thousands of dollars,12/31/2004,POINT (-94.643683 42.38617)
19025_2005_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,322877,Thousands of dollars,12/31/2005,POINT (-94.643683 42.38617)
19025_2006_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,328237,Thousands of dollars,12/31/2006,POINT (-94.643683 42.38617)
19025_2007_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,369041,Thousands of dollars,12/31/2007,POINT (-94.643683 42.38617)
19025_2008_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,410279,Thousands of dollars,12/31/2008,POINT (-94.643683 42.38617)
19025_2009_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,368982,Thousands of dollars,12/31/2009,POINT (-94.643683 42.38617)
19025_2010_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,397610,Thousands of dollars,12/31/2010,POINT (-94.643683 42.38617)
19025_2011_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,460455,Thousands of dollars,12/31/2011,POINT (-94.643683 42.38617)
19025_2012_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,452412,Thousands of dollars,12/31/2012,POINT (-94.643683 42.38617)
19025_2013_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,484551,Thousands of dollars,12/31/2013,POINT (-94.643683 42.38617)
19025_2014_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,452648,Thousands of dollars,12/31/2014,POINT (-94.643683 42.38617)
19025_2015_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,434659,Thousands of dollars,12/31/2015,POINT (-94.643683 42.38617)
19025_2016_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,435772,Thousands of dollars,12/31/2016,POINT (-94.643683 42.38617)
19025_2017_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,437347,Thousands of dollars,12/31/2017,POINT (-94.643683 42.38617)
19025_2018_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,466887,Thousands of dollars,12/31/2018,POINT (-94.643683 42.38617)
19025_2019_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,470505,Thousands of dollars,12/31/2019,POINT (-94.643683 42.38617)
19025_2020_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,485679,Thousands of dollars,12/31/2020,POINT (-94.643683 42.38617)
19025_2021_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,588417,Thousands of dollars,12/31/2021,POINT (-94.643683 42.38617)
19025_2022_CAINC1-1_annual,19025,Calhoun,CAINC1-1,Personal income,625123,Thousands of dollars,12/31/2022,POINT (-94.643683 42.38617)
19027_1997_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,526870,Thousands of dollars,12/31/1997,POINT (-94.867647 42.039492)
19027_1998_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,529027,Thousands of dollars,12/31/1998,POINT (-94.867647 42.039492)
19027_1999_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,517551,Thousands of dollars,12/31/1999,POINT (-94.867647 42.039492)
19027_2000_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,568476,Thousands of dollars,12/31/2000,POINT (-94.867647 42.039492)
19027_2001_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,592841,Thousands of dollars,12/31/2001,POINT (-94.867647 42.039492)
19027_2002_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,596218,Thousands of dollars,12/31/2002,POINT (-94.867647 42.039492)
19027_2003_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,598553,Thousands of dollars,12/31/2003,POINT (-94.867647 42.039492)
19027_2004_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,678732,Thousands of dollars,12/31/2004,POINT (-94.867647 42.039492)
19027_2005_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,675748,Thousands of dollars,12/31/2005,POINT (-94.867647 42.039492)
19027_2006_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,715216,Thousands of dollars,12/31/2006,POINT (-94.867647 42.039492)
19027_2007_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,753887,Thousands of dollars,12/31/2007,POINT (-94.867647 42.039492)
19027_2008_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,819627,Thousands of dollars,12/31/2008,POINT (-94.867647 42.039492)
19027_2009_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,787118,Thousands of dollars,12/31/2009,POINT (-94.867647 42.039492)
19027_2010_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,845350,Thousands of dollars,12/31/2010,POINT (-94.867647 42.039492)
19027_2011_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,942399,Thousands of dollars,12/31/2011,POINT (-94.867647 42.039492)
19027_2012_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,946343,Thousands of dollars,12/31/2012,POINT (-94.867647 42.039492)
19027_2013_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,986565,Thousands of dollars,12/31/2013,POINT (-94.867647 42.039492)
19027_2014_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,984089,Thousands of dollars,12/31/2014,POINT (-94.867647 42.039492)
19027_2015_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,1005929,Thousands of dollars,12/31/2015,POINT (-94.867647 42.039492)
19027_2016_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,994526,Thousands of dollars,12/31/2016,POINT (-94.867647 42.039492)
19027_2017_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,1022141,Thousands of dollars,12/31/2017,POINT (-94.867647 42.039492)
19027_2018_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,1080334,Thousands of dollars,12/31/2018,POINT (-94.867647 42.039492)
19027_2019_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,1067093,Thousands of dollars,12/31/2019,POINT (-94.867647 42.039492)
19027_2020_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,1128741,Thousands of dollars,12/31/2020,POINT (-94.867647 42.039492)
19027_2021_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,1255429,Thousands of dollars,12/31/2021,POINT (-94.867647 42.039492)
19027_2022_CAINC1-1_annual,19027,Carroll,CAINC1-1,Personal income,1331815,Thousands of dollars,12/31/2022,POINT (-94.867647 42.039492)
19029_1997_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,332757,Thousands of dollars,12/31/1997,POINT (-94.933302 41.333824)
19029_1998_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,349568,Thousands of dollars,12/31/1998,POINT (-94.933302 41.333824)
19029_1999_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,352238,Thousands of dollars,12/31/1999,POINT (-94.933302 41.333824)
19029_2000_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,374843,Thousands of dollars,12/31/2000,POINT (-94.933302 41.333824)
19029_2001_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,366203,Thousands of dollars,12/31/2001,POINT (-94.933302 41.333824)
19029_2002_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,373573,Thousands of dollars,12/31/2002,POINT (-94.933302 41.333824)
19029_2003_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,373911,Thousands of dollars,12/31/2003,POINT (-94.933302 41.333824)
19029_2004_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,416595,Thousands of dollars,12/31/2004,POINT (-94.933302 41.333824)
19029_2005_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,413176,Thousands of dollars,12/31/2005,POINT (-94.933302 41.333824)
19029_2006_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,426195,Thousands of dollars,12/31/2006,POINT (-94.933302 41.333824)
19029_2007_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,450481,Thousands of dollars,12/31/2007,POINT (-94.933302 41.333824)
19029_2008_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,497721,Thousands of dollars,12/31/2008,POINT (-94.933302 41.333824)
19029_2009_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,481435,Thousands of dollars,12/31/2009,POINT (-94.933302 41.333824)
19029_2010_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,488706,Thousands of dollars,12/31/2010,POINT (-94.933302 41.333824)
19029_2011_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,533208,Thousands of dollars,12/31/2011,POINT (-94.933302 41.333824)
19029_2012_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,540846,Thousands of dollars,12/31/2012,POINT (-94.933302 41.333824)
19029_2013_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,555771,Thousands of dollars,12/31/2013,POINT (-94.933302 41.333824)
19029_2014_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,561408,Thousands of dollars,12/31/2014,POINT (-94.933302 41.333824)
19029_2015_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,584727,Thousands of dollars,12/31/2015,POINT (-94.933302 41.333824)
19029_2016_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,565626,Thousands of dollars,12/31/2016,POINT (-94.933302 41.333824)
19029_2017_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,582987,Thousands of dollars,12/31/2017,POINT (-94.933302 41.333824)
19029_2018_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,605524,Thousands of dollars,12/31/2018,POINT (-94.933302 41.333824)
19029_2019_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,619405,Thousands of dollars,12/31/2019,POINT (-94.933302 41.333824)
19029_2020_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,651822,Thousands of dollars,12/31/2020,POINT (-94.933302 41.333824)
19029_2021_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,740764,Thousands of dollars,12/31/2021,POINT (-94.933302 41.333824)
19029_2022_CAINC1-1_annual,19029,Cass,CAINC1-1,Personal income,773968,Thousands of dollars,12/31/2022,POINT (-94.933302 41.333824)
19031_1997_CAINC1-1_annual,19031,Cedar,CAINC1-1,Personal income,450179,Thousands of dollars,12/31/1997,POINT (-91.132611 41.77236)
19031_1998_CAINC1-1_annual,19031,Cedar,CAINC1-1,Personal income,466271,Thousands of dollars,12/31/1998,POINT (-91.132611 41.77236)
