County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Publishing Status,Published Rating,Published Rubric Version,Date Published,Expiration Date,Application Acceptance Date,Achievements,Accreditations,Alternative Pathways,Assigned Program Coordinator
Baltimore City,76935,Family Childcare,Rochelle Wilson,Baltimore,21213,Yes,1,Active,1,2,Jul 21 2023,Jul 20 2024,Mar 28 2014,,,,Amy Brannock
Howard,76775,Center,Childtime Children's Center,Columbia,21045,Yes,1,Active,1,3,Sep 14 2023,Sep 13 2024,Jan 24 2014,,,,Sarah Thistle
Frederick,76754,Center,La Petite Child  Care Center,Frederick,21701,Yes,1,Active,1,3,Sep 26 2023,Sep 25 2024,Mar 28 2014,,,NECPA,Jennifer Blandford
Baltimore City,76688,Center,Catholic Charities Head Start Baltimore City @ Sterrett Street,Baltimore,21230,Yes,2,Active,2,3,Jul 05 2023,Jul 04 2024,Aug 09 2013,,,MSDE,Allison Rudoy
Howard,76510,Center,KinderCare-301533,Elkridge,21075,Yes,3,Active,3,3,Dec 07 2023,Dec 06 2024,Apr 25 2014,Accredited Program 2027-08-01,National Association for the Education of Young Children (NAEYC) 2027-08-01,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Talbot,76429,Family Childcare,Susan Guffey,Easton,21601,Yes,1,Active,1,2,Aug 03 2023,Aug 02 2024,Mar 11 2014,,,,Nancy Gumbel
Baltimore City,76054,Family Childcare,Tonya Roberson,Baltimore,21206,Yes,1,Active,1,2,Aug 24 2023,Aug 23 2024,Jun 12 2015,,,,Beth Snyder
Howard,76037,Center,Triadelphia Ridge Extended Recreation Program,Ellicott City,21042,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Mar 11 2014,,,,Theresa Lutz
Howard,76036,Center,Gorman Crossing Extended Recreation Program,Laurel,20723,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Jul 14 2014,,,,Theresa Lutz
Baltimore City,76020,Family Childcare,Delores Almond,Baltimore,21224,Yes,1,Active,1,2,Oct 25 2023,Oct 24 2024,May 29 2015,,,,Sally Gill
Prince George's,75602,Center,NARA Child Care Center,College Park,20740,Yes,5,Active,5,3,Sep 13 2023,Sep 12 2024,Dec 04 2012,Health and Wellness  | Accredited Program,,National Association for the Education of Young Children (NAEYC),Julie Mitchell
Baltimore,75258,Family Childcare,Aletheia McCaskill,Baltimore,21207,Yes,5,Active,5,2,Feb 20 2023,Feb 20 2024,Aug 22 2013,,,NAFCC  | National Association for Family Child Care (NAFCC) 2025-07-01,Michelle Gray
Harford,75195,Family Childcare,Willa Pointer,Edgewood,21040,Yes,1,Active,1,2,Oct 03 2023,Oct 02 2024,Jul 03 2014,,,,Nancy Gumbel
Montgomery,75182,Family Childcare,Rhonda Roberts,Ashton,20861,Yes,1,Active,1,2,Mar 15 2023,Mar 14 2024,Dec 11 2015,,,,Ann Evans
Howard,75181,Family Childcare,Deena Kinnaman,Laurel,20723,Yes,1,Active,1,2,Sep 06 2023,Sep 05 2024,Nov 27 2012,,,No Additional Staff,Michelle Gray
Harford,75043,LOC,St. Matthew Preschool,Bel Air,21014,Yes,2,Active,2,3,Dec 04 2023,Dec 03 2024,Jul 01 2013,,,,Julie Mitchell
Washington,74929,Family Childcare,Cheryl Petty,Hagerstown,21740,Yes,1,Active,1,2,Aug 29 2023,Aug 28 2024,Sep 10 2013,,,,Michelle Gray
Montgomery,74869,Family Childcare,Teresa Sanchez,Rockville,20853,Yes,3,Active,3,2,May 22 2023,May 21 2024,Sep 06 2018,,,No Additional Staff,Michelle Gray
Baltimore,74786,Family Childcare,Iris Greenwood,Baltimore,21229,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Jul 14 2014,,,,Sally Gill
Frederick,74777,Center,Jefferson Stepping Stone Center,Jefferson,21755,Yes,2,Active,2,3,Dec 19 2023,Dec 18 2024,Nov 22 2013,,,,Trish Miller
Frederick,74042,Center,Childrens Center For Discovery Monrovia,Monrovia,21770,Yes,1,Active,1,3,Apr 04 2023,Apr 03 2024,Mar 20 2015,,,,Julie Mitchell
Howard,73968,Family Childcare,Djuana Livingstone,Columbia,21045,Yes,2,Active,2,2,May 18 2023,May 17 2024,Nov 22 2013,,,No Additional Staff,Michelle Gray
Calvert,73916,Family Childcare,Mary Joachim,Owings,20736,Yes,5,Active,5,2,Mar 29 2023,Mar 28 2024,Jul 01 2013,Health and Wellness,,NAFCC  | No Additional Staff  | National Association for Family Child Care (NAFCC) 2025-07-01,Michelle Gray
Baltimore,73413,Family Childcare,Carolyn White,Baltimore,21207,Yes,5,Active,5,2,Mar 31 2023,Mar 30 2024,Jul 09 2014,,,No Additional Staff  | National Association for Family Child Care (NAFCC) 2026-04-01,Wendy Dantzler
Prince George's,73320,Family Childcare,Pamela Hammond,Laurel,20708,Yes,1,Active,1,2,Apr 25 2023,Apr 24 2024,Aug 23 2014,,,,Ann Evans
Charles,73087,Family Childcare,Renee Locker,Waldorf,20602,Yes,1,Active,1,2,Sep 01 2023,Aug 31 2024,Feb 10 2017,,,,Amy Brannock
Prince George's,72969,Family Childcare,Joyce Norfleet,Mitchellville,20721,Yes,1,Active,1,2,Aug 09 2023,Aug 08 2024,May 29 2015,,,No Additional Staff,Nancy Gumbel
Montgomery,72717,Family Childcare,Maria-Luz Bolo,Silver Spring,20901,Yes,5,Active,5,2,Dec 12 2023,Dec 11 2024,Aug 09 2013,,,NAFCC  | No Additional Staff  | National Association for Family Child Care (NAFCC) 2025-07-01,Sally Gill
Prince George's,72641,Center,Beltsville Community Center SACCP,Beltsville,20705,Yes,1,Active,1,2,Aug 22 2023,Aug 21 2024,Jun 26 2015,,,,Laura Suguiyama
Calvert,72429,Family Childcare,Vicki Stinnett,Owings,20736,Yes,1,Active,1,2,Mar 07 2023,Mar 06 2024,Nov 26 2014,,,,Ann Evans
Montgomery,72199,Center,Care A Lot Child Care Center,North Potomac,20878,Yes,1,Active,1,3,Mar 08 2023,Mar 07 2024,Nov 27 2012,,,National Association for the Education of Young Children (NAEYC),Julie Mitchell
Baltimore,71692,Center,Halethorpe Elementary Before and After Child Care,Baltimore,21227,Yes,1,Active,1,2,Dec 01 2023,Nov 30 2024,Jun 12 2015,,,,Sarah Thistle
Baltimore City,71269,Center,Joshua's Place,Baltimore,21215,Yes,3,Active,3,3,Nov 06 2023,Nov 05 2024,Nov 27 2012,,,,Jennifer Blandford
Montgomery,71228,LOC,Bradley Hills Presbyterian NS,Bethesda,20817,Yes,1,Active,1,3,Apr 21 2023,Apr 20 2024,Aug 07 2015,,,,Ann Evans
Baltimore,71208,Center,White Marsh Tiny Tots @ Joppa View,White Marsh,21128,Yes,1,Active,1,3,Feb 16 2023,Feb 16 2024,Jul 03 2013,,,,Trish Miller
Prince George's,71011,Center,Shadyside Day Care Center,Suitland,20746,Yes,1,Active,1,3,May 31 2023,May 30 2024,Dec 27 2013,,,,Sarah Thistle
Anne Arundel,255773,Center,YMCA at Jessup Elementary,Jessup,20794,Yes,1,Active,1,2,May 04 2023,May 03 2024,Aug 23 2014,,,,Liana Vega-Hernandez
Anne Arundel,256915,Center,YMCA at Richard Henry Lee ES,Glen Burnie,21061,Yes,1,Active,1,2,Aug 22 2023,Aug 21 2024,Aug 23 2014,,,,Liana Vega-Hernandez
Prince George's,70927,Center,Rollingcrest-Chillum Community Center,Chillum,20782,Yes,1,Active,1,2,Aug 22 2023,Aug 21 2024,Jul 25 2015,,,MSDE,Laura Suguiyama
Frederick,70859,Center,Church of the Brethren Learning  Center,Frederick,21701,Yes,4,Active,4,3,Sep 07 2023,Sep 06 2024,Sep 28 2013,,Maryland Accreditation 2026-04-30,Maryland Accreditation 2026-04-30,Julie Mitchell
Baltimore,70800,LOC,Emmanuel Before/After School Supervision,Baltimore,21228,Yes,1,Active,1,1,Apr 21 2023,Apr 20 2024,Mar 28 2014,,,,Jennifer Blandford
Baltimore,70792,Center,The Childcare Learning Center at Hernwood Elementary School,Randallstown,21133,Yes,1,Active,1,3,Aug 02 2023,Aug 01 2024,Jan 10 2014,,,,Carla Hillery
Baltimore City,70742,Family Childcare,Gwendolyn Mccloud-Neal,Baltimore,21239,Yes,1,Active,1,2,May 05 2023,May 04 2024,Mar 20 2015,,,,Carla Hillery
Baltimore,70703,Center,Essex Recreation Child Care,Baltimore,21221,Yes,1,Active,1,2,Sep 01 2023,Aug 31 2024,Nov 26 2014,,,,Trish Miller
Baltimore,70635,Center,Trinity Episcopal Preschool,Towson,21204,Yes,0,Inactive,2,3,Dec 19 2022,Dec 19 2023,Nov 08 2013,,,MSDE,
Montgomery,70507,Center,Bar-T at Stedwick Elementary School,Montgomery Village,20886,Yes,3,Active,3,2,May 03 2023,May 02 2024,Jan 27 2014,,,,Amy Brannock
Anne Arundel,70473,Center,Solley Elementary School Age Child Care,Glen Burnie,21060,Yes,3,Active,3,2,Nov 29 2023,Nov 28 2024,Jan 24 2014,Health and Wellness,,,Jennifer Blandford
Baltimore,70467,Center,Church Lane Elem AM/PM Care,Baltimore,21133,Yes,1,Active,1,2,Aug 10 2023,Aug 09 2024,Aug 21 2015,,,,Liana Vega-Hernandez
Anne Arundel,70466,Center,South Shore ES SACC,Crownsville,21032,Yes,3,Active,3,2,Feb 24 2023,Feb 24 2024,Mar 11 2014,Health and Wellness,,,Jennifer Blandford
Howard,70419,Center,Fulton Extended Recreation Program,Fulton,20759,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Jul 09 2014,,,,Theresa Lutz
Howard,70418,Center,Hollifield Station Ext Rec,Ellicott City,21043,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Mar 11 2014,,,,Theresa Lutz
Baltimore City,70376,Family Childcare,Robin Hursey-White,Baltimore,21206,Yes,3,Active,3,2,Apr 18 2023,Apr 17 2024,Dec 16 2013,,,No Additional Staff,Beth Snyder
Baltimore City,70373,Family Childcare,Jeannette Spears,Baltimore,21223,Yes,1,Active,1,2,Sep 25 2023,Sep 24 2024,Nov 15 2013,,,No Additional Staff,Laura Suguiyama
Carroll,70297,Center,Little Friends of Grace,Westminster,21157,Yes,1,Active,1,3,Mar 13 2023,Mar 12 2024,Dec 16 2013,,,,Karina Cortes Hudack
Prince George's,70270,Center,Beltsville Community Center Pre-School,Beltsville,20705,Yes,1,Active,1,3,Aug 22 2023,Aug 21 2024,Jun 26 2015,,,,Laura Suguiyama
Baltimore City,70269,Family Childcare,Denise McNeal,Baltimore,21225,Yes,1,Active,1,2,Sep 07 2023,Sep 06 2024,Aug 09 2013,,,,Nancy Gumbel
Prince George's,259707,Center,Park View Child Development Center,Landover,20785,Yes,2,Active,2,3,Jun 15 2023,Jun 14 2024,Jul 01 2013,,,,Jennifer Blandford
Frederick,70223,Center,Celebree Learning Center,Frederick,21703,Yes,3,Active,3,3,May 31 2023,May 30 2024,Mar 06 2015,,,Maryland Accreditation 2026-05-31,Laura Suguiyama
Charles,70093,Family Childcare,Deanne Bader,Waldorf,20603,Yes,1,Active,1,2,Apr 17 2023,Apr 16 2024,Feb 20 2015,,,,Michelle Gray
Harford,70088,Center,Celebree Learning Center - Bel Air,Bel Air,21014,Yes,5,Active,5,3,Jun 01 2023,May 31 2024,Jul 01 2013,,,Maryland Accreditation 2026-03-31,Laura Suguiyama
Montgomery,69813,Center,S.H.I.N.E. Before and After School Program,Silver Spring,20905,Yes,2,Active,2,2,Dec 20 2023,Dec 19 2024,Jan 27 2017,,,,Julie Mitchell
Montgomery,69738,Center,Kids After Hours at Highland View Elementary School,Silver Spring,20901,Yes,3,Active,1,2,Jan 19 2023,Jan 19 2024,Mar 28 2014,,,,Rachel Dorf
Baltimore,69565,Center,Zoned for Kids at Towson,Towson,21286,Yes,1,Active,1,3,Apr 28 2023,Apr 27 2024,Jan 04 2013,,,,Karina Cortes Hudack
Baltimore City,69409,Family Childcare,Betty Clark,Baltimore,21239,Yes,1,Active,1,2,Jan 24 2023,Jan 24 2024,Nov 22 2013,,,No Additional Staff,Michelle Gray
Baltimore City,69185,Family Childcare,Angela Payne,Baltimore,21206,Yes,1,Active,1,2,Feb 13 2023,Feb 13 2024,Jul 14 2014,,,,Beth Snyder
Prince George's,69151,Family Childcare,Aneela Tanveer,Mitchellville,20721,Yes,1,Active,1,2,Jun 27 2023,Jun 26 2024,Dec 02 2013,,,No Additional Staff,Sally Gill
Washington,68969,Center,Trinity Learning Center,Smithsburg,21783,Yes,3,Active,3,3,Sep 20 2023,Sep 19 2024,Aug 22 2013,,,,Rachel Dorf
Anne Arundel,68940,Family Childcare,Darlene Colbert-Richardson,Annapolis,21401,Yes,1,Active,1,2,Jun 21 2023,Jun 20 2024,Jul 14 2014,,,,Sarah Thistle
Anne Arundel,68851,Family Childcare,Regina Smith,Baltimore,21225,Yes,1,Active,1,2,Jun 12 2023,Jun 11 2024,Aug 22 2013,,,No Additional Staff,Michelle Gray
Prince George's,68818,Family Childcare,Cheryl-Ann Cunningham,Hyattsville,20783,Yes,1,Active,1,2,Apr 13 2023,Apr 12 2024,May 13 2015,,,,Theresa Lutz
Prince George's,68478,Family Childcare,Louish Thomas,Adelphi,20783,Yes,3,Active,3,2,Aug 18 2023,Aug 17 2024,Jun 26 2015,,,No Additional Staff,Nancy Gumbel
Harford,68435,Center,HCC Early Learning Center,Bel Air,21015,Yes,3,Active,3,3,May 11 2023,May 10 2024,Jul 01 2013,,,,Jennifer Blandford
Wicomico,68419,Family Childcare,Cheryl Thomsen,Salisbury,21804,Yes,3,Active,3,2,Jun 21 2023,Jun 20 2024,Mar 27 2012,,,No Additional Staff,Sally Gill
Anne Arundel,68304,Center,Nichols-Bethel United Methodist  Preschool,Odenton,21113,Yes,1,Active,1,3,Jul 12 2023,Jul 11 2024,Oct 20 2014,,,,Trish Miller
Baltimore,68303,Family Childcare,Dorothy Allen,Owings Mills,21117,Yes,1,Active,1,2,Aug 08 2023,Aug 07 2024,Mar 28 2014,,,,Sally Gill
Carroll,68220,Center,"Deb's Place, Inc.",Eldersburg,21784,Yes,1,Active,1,3,Dec 26 2023,Dec 25 2024,May 06 2015,,,,Yvette Dodson
Harford,67972,LOC,Tiny Tot School,Bel Air,21014,Yes,3,Active,3,3,Feb 03 2023,Feb 03 2024,Jul 01 2013,,,,Trish Miller
Talbot,67609,LOC,Presbyterian Church Nursery School,Easton,21601,Yes,1,Active,1,3,Nov 07 2023,Nov 06 2024,Apr 17 2015,,,,Trish Miller
Frederick,66950,Center,Kemptown Elementary Before and After School Enrichment,Monrovia,21770,Yes,1,Active,1,2,Jun 05 2023,Jun 04 2024,Mar 11 2014,,,,Jennifer Blandford
Frederick,66946,Center,Walkersville Elementary Before and After School Enrichment,Walkersville,21793,Yes,1,Active,1,2,Jan 11 2023,Jan 11 2024,Mar 11 2014,,,,Jennifer Blandford
Frederick,66941,Center,Parkway Elementary Before and After School Enrichment,Frederick,21701,Yes,1,Active,1,2,Jun 05 2023,Jun 04 2024,Mar 11 2014,,,,Jennifer Blandford
Montgomery,256221,Center,Kids Villa Learning Center Germantown,Germantown,20876,Yes,4,Active,4,3,Mar 24 2023,Mar 23 2024,Aug 23 2014,,,MSDE  | Maryland Accreditation 2026-01-31,Julie Mitchell
Wicomico,66762,Center,"Bundles Of Joy University, Inc. -  Salisbury Campus",Salisbury,21804,Yes,1,Active,1,3,Apr 27 2023,Apr 26 2024,Dec 03 2012,,,MSDE  | Maryland Accreditation 2026-04-30,Jennifer Blandford
Harford,66387,Family Childcare,Cynthia Dingle,Aberdeen,21001,Yes,1,Active,1,2,Sep 06 2023,Sep 05 2024,May 12 2014,,,No Additional Staff,Beth Snyder
Anne Arundel,66092,Family Childcare,Sharon Owens,Severn,21144,Yes,1,Active,1,2,Oct 23 2023,Oct 22 2024,Feb 11 2014,,,No Additional Staff,Amy Brannock
Wicomico,66039,Family Childcare,Ronette Downing,Willards,21874,Yes,1,Active,1,2,Aug 24 2023,Aug 23 2024,Dec 27 2013,,,No Additional Staff,Trish Miller
Prince George's,65794,Center,Jaycees Child Care Center,Fort Washington,20744,Yes,4,Active,4,3,Nov 29 2023,Nov 28 2024,Jul 03 2013,Accredited Program 2025-10-31,,NECPA  | National Early Childhood Program Accreditation (NECPA) 2025-10-31,Julie Mitchell
Montgomery,65750,Family Childcare,Salamatu Abdullah (Abdou),Gaithersburg,20879,Yes,1,Active,1,2,Aug 10 2023,Aug 09 2024,Apr 17 2015,,,No Additional Staff,Michelle Gray
Montgomery,65371,Center,The Children in the Shoe-BCC,Bethesda,20814,Yes,3,Active,3,3,Jun 29 2023,Jun 28 2024,Jul 10 2015,,,,Theresa Lutz
Baltimore,65100,Family Childcare,Carmen Kitchen,Baltimore,21227,Yes,1,Active,1,2,Jul 06 2023,Jul 05 2024,May 13 2016,,,,Yvette Dodson
Baltimore,65084,Center,First Foundations Learning Center-303811,Baltimore,21244,Yes,2,Active,2,3,Nov 30 2023,Nov 29 2024,Jul 09 2014,,National Association for the Education of Young Children (NAEYC) 2026-12-01,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Montgomery,64789,Center,Just Us Kids Child Care Center,Gaithersburg,20879,Yes,3,Active,3,3,Oct 24 2023,Oct 23 2024,Jan 24 2014,,,,Jennifer Blandford
Frederick,64677,Center,Christ Church Childrens Center,Middletown,21769,Yes,1,Active,1,3,Aug 23 2023,Aug 22 2024,Mar 08 2018,,,,Sarah Thistle
Baltimore,64561,Family Childcare,Dorisha Johnson,Randallstown,21133,Yes,5,Active,5,2,Sep 28 2023,Sep 27 2024,Dec 02 2013,,,No Additional Staff  | National Association for Family Child Care (NAFCC) 2025-11-01,Nancy Gumbel
Montgomery,64300,Center,Childway,Burtonsville,20866,Yes,3,Active,3,3,Jan 24 2023,Jan 24 2024,Jul 08 2013,,,,Jennifer Blandford
Prince George's,64191,Center,Harmony Hall Play School,Fort Washington,20744,Yes,1,Active,1,3,Aug 22 2023,Aug 21 2024,Jul 10 2015,,,,Laura Suguiyama
Prince George's,64189,Center,Upper Marlboro Community Pre-School,Upper Marlboro,20772,Yes,1,Active,1,3,Jun 12 2023,Jun 11 2024,Jan 10 2018,,,,Laura Suguiyama
Howard,256280,Center,The Goddard School,Columbia,21046,Yes,5,Active,5,3,May 16 2023,May 15 2024,Dec 03 2012,Accredited Program,,MSDE  | Maryland Accreditation 2025-05-31,Julie Mitchell
Baltimore,64102,Family Childcare,Patricia Brown,Baltimore,21244,Yes,1,Active,1,2,Dec 12 2023,Dec 11 2024,Dec 16 2013,,,,Sally Gill
Montgomery,63842,Center,Bar-T at  Whetstone Elementary School,Montgomery Village,20886,Yes,3,Active,3,2,May 03 2023,May 02 2024,Nov 22 2013,,,,Amy Brannock
Queen Anne's,63784,Center,Queen Anne's County Head Start,Grasonville,21638,Yes,5,Active,5,3,Jul 18 2023,Jul 17 2024,Nov 23 2013,,,MSDE  | Maryland Accreditation 2026-07-31,Allison Rudoy
Montgomery,63740,Center,Acorn Hill Waldorf Kindergarten and Nursery,Silver Spring,20901,Yes,1,Active,1,3,Dec 06 2023,Dec 05 2024,Jun 26 2015,,,MSDE,Theresa Lutz
Calvert,63537,Center,Windy Hill Elementary Before and After School Program,Owings,20736,Yes,3,Active,3,2,Oct 25 2023,Oct 24 2024,Jul 28 2014,,,,Amy Brannock
Anne Arundel,63505,LOC,St Philip Neri Ext Day,Linthicum,21090,Yes,1,Active,1,3,Sep 13 2023,Sep 12 2024,Jul 28 2017,,,AdvancED,Sally Gill
Baltimore City,63000,Family Childcare,Jacqueline Allister,Baltimore,21224,Yes,2,Active,2,2,May 22 2023,May 21 2024,Sep 28 2013,,,No Additional Staff,Michelle Gray
Prince George's,62956,Family Childcare,Judy Telfer,Hyattsville,20781,Yes,1,Active,1,2,Jul 26 2023,Jul 25 2024,May 12 2014,,,,Nancy Gumbel
Calvert,62674,Center,Prime Time Youth Activity Center,Owings,20736,Yes,5,Active,5,3,Nov 29 2023,Nov 28 2024,Jul 01 2013,Health and Wellness  | Quality Business Practices  | Accredited Program,National Accreditation Commission (NAC) 2026-01-17,NAC  | National Accreditation Commission (NAC) 2026-01-17,Julie Mitchell
Anne Arundel,62631,Family Childcare,Cynthia Palmer,Glen Burnie,21061,Yes,1,Active,1,2,Jul 06 2023,Jul 05 2024,Dec 09 2016,,,No Additional Staff,Amy Brannock
Calvert,62599,Center,Mount Harmony Elementary Before and After School Program,Owings,20736,Yes,3,Active,3,2,Oct 25 2023,Oct 24 2024,Jul 14 2014,,,,Amy Brannock
Anne Arundel,62567,LOC,Faith Baptist Child Development Center,Glen Burnie,21060,Yes,1,Active,1,3,Sep 25 2023,Sep 24 2024,May 01 2015,,,,Liana Vega-Hernandez
Baltimore,62464,Center,Y of Central Maryland Baltimore County Head Start Riverview,Baltimore,21227,Yes,3,Active,3,3,Jan 17 2023,Jan 17 2024,May 12 2014,,,,Allison Rudoy
Cecil,62302,Center,YMCA of Cecil County,Elkton,21921,Yes,1,Active,1,3,Dec 20 2023,Dec 19 2024,Oct 20 2014,,,,Jennifer Blandford
Somerset,62252,Center,UMES Child & Family Development Center,Princess Anne,21853,Yes,2,Active,2,3,Nov 17 2023,Nov 16 2024,Oct 11 2013,,,,Ann Evans
Prince George's,61841,Center,Mother's Love Child Care Center,Suitland,20746,Yes,1,Active,1,3,Feb 03 2023,Feb 03 2024,Jan 17 2015,,,,Trish Miller
Caroline,61758,Center,MRDC Head Start Greensboro,Greensboro,21639,Yes,3,Active,3,3,Dec 07 2023,Dec 06 2024,Sep 10 2013,,,,Allison Rudoy
Harford,61415,Family Childcare,Victoria Cover,Joppa,21085,Yes,1,Active,1,2,Jul 28 2023,Jul 27 2024,Jul 14 2014,,,,Amy Brannock
Frederick,61291,Center,Orchard Grove Elementary Before and After School Enrichment,Frederick,21703,Yes,1,Active,1,2,Jul 06 2023,Jul 05 2024,Mar 11 2014,,,,Jennifer Blandford
Baltimore,60952,Center,Kinder Care Learning Center-301502,Owings Mills,21117,Yes,4,Active,4,3,Sep 19 2023,Sep 18 2024,Oct 04 2014,Accredited Program 2027-05-01,National Association for the Education of Young Children (NAEYC) 2027-05-01,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Howard,60931,Center,Ilchester Extended Recreation Program,Ellicott City,21043,Yes,1,Active,1,2,Jul 11 2023,Jul 10 2024,Oct 04 2014,,,,Theresa Lutz
Anne Arundel,60914,Center,Hilltop Elem School Age Child Care,Glen Burnie,21061,Yes,3,Active,3,2,May 31 2023,May 30 2024,Mar 11 2014,Health and Wellness,,,Jennifer Blandford
Montgomery,60822,Center,Kids After Hours at Fairland,Silver Spring,20905,Yes,3,Active,3,2,Jul 21 2023,Jul 20 2024,Mar 28 2014,,,,Rachel Dorf
Montgomery,60784,Center,Kinder Care Learning Center - 301511,Rockville,20855,Yes,3,Active,3,3,Nov 27 2023,Nov 26 2024,May 12 2014,Accredited Program 2026-10-01,National Association for the Education of Young Children (NAEYC) 2026-10-01,National Association for the Education of Young Children (NAEYC),Rachel Dorf
Prince George's,60704,Family Childcare,Cheri Seward,Oxon Hill,20745,Yes,1,Active,1,2,Jun 07 2023,Jun 06 2024,Jul 08 2014,,,,Theresa Lutz
Prince George's,60642,Family Childcare,Vivian Loftin,Mitchellville,20721,Yes,5,Active,4,2,Jun 28 2023,Jun 27 2024,Jul 14 2014,,,No Additional Staff  | National Association for Family Child Care (NAFCC),Carla Hillery
Montgomery,60587,Family Childcare,Smita Thakkar,Gaithersburg,20878,Yes,1,Active,1,2,Aug 09 2023,Aug 08 2024,Nov 27 2012,,,,Michelle Gray
Charles,60552,Family Childcare,Carla Adams,Welcome,20693,Yes,1,Active,1,2,Aug 25 2023,Aug 24 2024,May 29 2015,,,,Amy Brannock
Montgomery,60517,Center,Bright Eyes Child Care Center,Damascus,20872,Yes,3,Active,3,3,Jan 27 2023,Jan 27 2024,Jul 28 2014,,,MSDE  | Maryland Accreditation 2026-02-28,Jennifer Blandford
Montgomery,60385,Family Childcare,Farida Ally,Silver Spring,20904,Yes,1,Active,1,2,Jul 25 2023,Jul 24 2024,Jul 14 2014,,,,Theresa Lutz
Baltimore City,60321,Family Childcare,Kimberly Sydnor,Baltimore,21202,Yes,2,Active,2,2,Apr 05 2023,Apr 04 2024,Jul 01 2013,,,No Additional Staff,Nancy Gumbel
Montgomery,60259,Family Childcare,Keisha Hester,Silver Spring,20902,Yes,1,Active,1,2,Jul 28 2023,Jul 27 2024,Jun 12 2015,,,No Additional Staff,Nancy Gumbel
Baltimore City,60255,Family Childcare,Cheryl Murray,Baltimore,21223,Yes,3,Active,2,2,Aug 08 2023,Aug 07 2024,Jul 28 2014,,,No Additional Staff,Liana Vega-Hernandez
Montgomery,60043,Family Childcare,Mary Murphy,Germantown,20876,Yes,1,Active,1,2,Jun 23 2023,Jun 22 2024,Apr 15 2016,,,,Sally Gill
